Title,URL,Post,Publication Date
PAX UNIÃO INFORMA - NOTA DE FALECIMENTO,https://carlsonpessoa.blogspot.com/2025/01/pax-uniao-informa-nota-de-falecimento_9.html,"A PAX UNIÃO, em nome das famílias enlutadas, cumpre o seu doloroso dever de comunicar o falecimento das seguintes pessoas:1. DANIEL DE PAULA FERREIRA, 57 anos de idade, falecido às 16h 30min do dia (08.01.2025) em Via Pública. O corpo foi removido do IML e velado na Travessa Costa Fernandes, n°60, Bairro São Benedito. O sepultamento ocorreu às 09h de hoje (09.01.2025) no cemitério da Fraternidade.2. RN DE MARIA DO CARMO SOUZA,falecido às 15h 43min do dia (08.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo foi trasladado para Piracuruca-PI, onde foi velado e sepultado.3. MARIA DE JESUS FERNANDES DOS SANTOS, 87 anos de idade,falecida às 17h 43min do dia (08.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo está sendo velado na Rua Isabel Elisa de Oliveira, n°482, Bairro Catanduvas. O sepultamento será realizado às 17h de hoje (09.01.2025) no cemitério do Catanduvas.4. JOÃO FERREIRA VERAS, 88 anos de idade, falecido às 22h do dia (08.01.2025) em sua residência no Povoado Boa Esperança, zona rural de Luís Correia, onde está sendo velado. O sepultamento será realizado às 16h de hoje (09.01.2025) no cemitério da comunidade.5. LUCIMAR LIMA DA SILVA, 65 anos de idade, falecido às 00h 11min de hoje (09.01.2025) no Hospital Nossa Senhora de Fátima em Parnaíba-PI. O corpo foi trasladado para Água Doce-MA e está sendo velado na Rua São Pedro, n°401, Bairro Carioca. O sepultamento será logo mais às 17h no cemitério da comunidade.6. MARIA DO SOCORRO DA SILVA, 78 anos de idade,falecido às 05h 10min de hoje (09.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo será trasladado para o Povoado Serra do Arco, zona rural de Cocal-PI, onde será velado e sepultado.A PAX UNIÃO, em nome das famílias enlutadas, agradece a todos que comparecerem a este ato de fé e piedade cristã.Informou a Pax UniãoParnaíba – PI, 09 de Janeiro de 2025.",Unknown date
"Após prisão de padrasto, cajus ingeridos por crianças em Parnaíba serão novamente periciados",https://carlsonpessoa.blogspot.com/2025/01/apos-prisao-de-padrasto-cajus-ingeridos.html,"Instituto de Criminalística diz que há um padrão nas mortes dos meninos envenenados no ano passado e da família envenenada no começo do ano.Ulisses Gabriel e João Miguel foram vítimas de envenenamento em cajusOInstituto de Criminalística do Piauívai periciar novamente os cajus que foram ingeridos pelos meninosJoão Miguel e Ulisses Silva, mortos envenenados em agosto do ano passado em Parnaíba. A decisão foi tomada nesta manhã (08) após a prisão do padrasto da mãe das crianças, Francisco de Assis Pereira, ser preso suspeito de envenenar toda a família no início deste ano.Em entrevista a O Dia, o perito-geral do Instituto de Criminalística, Antônio Nunes, explicou que em todos os casos – tanto o dos meninos, quanto o do restante da família – há uma assinatura no que foi praticado. Significa dizer que as mortes seguem um padrão: envenenamento por terbufós, um pesticida altamente letal que causa efeitos mais graves no organismo do que o conhecido chumbinho.Antônio Nunes é perito-geral do IMLPara o IML não há mais dúvidas de que houve envenenamento e que ele ocorreu dentro da casa onde vivia a família.“Comprovamos que não entrou alimento envenenado. Todos os alimentos que foram doados deram negativo para substância tóxica. Não entrou alimento envenenado naquela casa. De fato, então, tínhamos que encontrar alguma coisa dentro da casa. Vamos fazer exames, fazer todos estes testes de novo, inclusive outros testes nos próprios cajus que os meninos [Ulisses e Miguel] comeram”, afirma Antônio Nunes.Questionado sobre a possibilidade de indiciamento de Francisco de Assis pelo envenenamento da família, o perito-geral do Piauí afirma que ainda é prematuro para afirmar isto, mas que a polícia está colhendo um lastro probatório que aponta para indícios de autoria do crime por parte do padrasto.Francisco, segundo a polícia, fingiu ter ingerido a comida que a família comeu no dia em que foram envenenados. Ele deu entrada no hospital sinalizando sintomas semelhantes aos demais parentes, mas foi o primeiro a receber alta. A polícia não encontrou em seu organismo indícios de intoxicação. Ele mantinha uma caixa com alimentos separados dentro de casa para evitar comer a mesma comida do restante da família.IML fala em pedir exame psiquiátrico de FranciscoAo todo, 11 pessoas da mesma família foram envenenadas em menos de seis meses. Cinco morreram: João Miguel e Ulisses, de sete e oito anos, morreram no ano passado. No começo deste ano, morreram Manoel Leandro, tio dos meninos, a mãe deles, Francisca Maria, e dois irmãos: Igno Davi e Luane.Em todos os laudos produzidos pelo IML após a morte consta a presença do veneno terbufós. As vítimas também apresentaram sintomas de envenenamento semelhantes. Quando questionado sobre a motivação para o crime, o perito-geral do IML, Antônio Nunes, disse ainda ser prematuro para afirmar em uma possível psicopatia por parte do autor das mortes.No entanto, o IML fala em pedir um exame psiquiátrico-forense de Francisco de Assis Pereira, em sendo comprovada seu envolvimento nas mortes.“Se comprovado que todas as mortes foram pela mesma pessoa, temos que fazer um exame psiquiátrico-forense para confirmar se há isso ou não [traços de psicopatia], mas isso ainda é prematuro dizer, porque ainda temos os outros testes para fazer nas outras vítimas, confirmar se em todas elas foram o mesmo veneno. Pelos sinais sintomas tudo indica que sim”, finaliza Antônio Nunes.Fonte: portalodia",Unknown date
Receita esclarece que não cobrará imposto por Pix,https://carlsonpessoa.blogspot.com/2025/01/receita-esclarece-que-nao-cobrara.html,"O reforço na fiscalização de transferências via Pix e cartão de crédito não significa criação de impostos, esclareceu a Receita Federal. Em comunicado, o Fisco desmentiu informações falsas que circularam nas redes sociais nos últimos dias sobre cobrança de imposto para transferências digitais.Em 1º de janeiro, entraram em vigor as novas regras da Receita Federal para afiscalização de transferências financeiras. A principal mudança foi a extensão do monitoramento de transações financeiras às transferências Pix que somam pelo menos R$ 5 mil por mês para pessoas físicas e R$ 15 mil para pessoas jurídicas.Além das transações Pix, esses limites também valem para as operadoras de cartão de crédito e as instituições de pagamento, como bancos digitais e operadoras de carteiras virtuais. Elas deverão notificar à Receita operações cuja soma mensal ultrapassa esse teto. Os bancos tradicionais, as cooperativas de crédito e instituições que operam outras modalidades de transação já tinham de informar à Receita sobre esses valores.Gerenciamento de riscoSegundo a Receita, a instrução normativa que reforçou a fiscalização permite “oferecer melhores serviços à sociedade”. Como exemplo, o comunicado cita que os valores fiscalizados entrarão da declaração pré-preenchida do Imposto de Renda de 2026 (ano-base 2025), reduzindo divergências e erros que levam o contribuinte à malha fina.O comunicado esclareceu que a Receita modernizou a fiscalização para incluir novos tipos de instituições do sistema financeiro, comofintechse carteiras virtuais. No caso do cartão de crédito, o Fisco extinguiu a Declaração de Operações com Cartões de Crédito (Decred), criada em 2003, e a substituiu por um módulo para cartões de crédito dentro da e-Financeira, plataforma que reúne arquivos digitais de cadastro, abertura e fechamento de contas e operações.A e-Financeira opera dentro do Sistema Público de Escrituração Digital (Sped), criado em 2007 e que processa, por exemplo, as notas fiscais eletrônicas.Sigilo bancário e fiscalNo comunicado, a Receita também explicou que o reforço na fiscalização não desrespeitará as leis que regulam os sigilos bancário e fiscal, sem identificar a natureza ou a origem das transações. “A medida visa a um melhor gerenciamento de riscos pela administração tributária, a partir da qual será possível oferecer melhores serviços à sociedade, em absoluto respeito às normas legais dos sigilos bancário e fiscal.”A Receita reiterou que a e-Financeira não identifica o destinatário das transferências de uma pessoa ou empresa para terceiros, via Pix ou Transferência Eletrônica Disponível (TED). O sistema, explicou o Fisco, soma todos os valores que saíram da conta, inclusive saques. Se ultrapassado o limite de R$ 5 mil para pessoa física ou de R$15 mil para pessoa jurídica, a instituição financeira informará a Receita Federal.Em relação aos valores que ingressam em uma conta, a e-Financeira apenas contabiliza as entradas, sem individualizar sequer a modalidade de transferência, se por Pix ou outra. Todos os valores, informou a Receita, são consolidados, devendo ser informados os totais movimentados a débito e a crédito em determinada conta, sem especificar os detalhes das transações.As instituições financeiras enviarão os relatórios à Receita Federal a cada seis meses. As informações referentes ao primeiro semestre deverão ser prestadas até o último dia útil de agosto. Os dados do segundo semestre serão apresentados até o último dia útil de fevereiro, prazo que permitirá a inclusão na declaração pré-preenchida do Imposto de Renda, na metade de março.Fonte: Agência Brasil",Unknown date
Monitoramento de praia registra 10 ninhos de Tartarugas Marinhas no Piauí,https://carlsonpessoa.blogspot.com/2025/01/monitoramento-de-praia-registra-10.html,"A temporada reprodutiva de tartarugas marinhas no Litoral Piauiense, que faz parte da APA Delta do Parnaíba – Unidade de Conservação Ambiental, iniciou em dezembro e segue intensa.Foram identificados até o momento 10 ninhos e o último, na noite de domingo, na Praia do Coqueiro, Luís Correia (PI). Na ocasião a fêmea foi flagrada, durante o processo de confecção de seu ninho, pela equipe de monitoramento do Projeto Tartarugas do Delta“Estamos desde dezembro fazendo monitoramento nas praias do Piauí acompanhando de perto o período reprodutivo e sinalizando os ninhos quando identificados e quando temos a oportunidade de flagrar a desova como a ocorrida na noite de domingo acompanhamos todo o processo de desova. Importante reforçar que os visitantes, moradores, turistas podem nos auxiliar na conservação dos ninhos com a limpeza das praias, evitando circulação de veículos na praia, assim como, cuidado com a iluminação noturna adequada evitando a fotopoluição e respeitando os ninhos sinalizados pelo Projeto Tartarugas do Delta”, explicou Werlanne Magalhães bióloga e coordenadora do Tartarugas do Delta.O trabalho desenvolvido pela equipe do ITD vem apresentando resultados positivos com o crescimento de ninhos identificados, segundo Werlanne.“Cada rastro e cada ninho confirmado reforçam o impacto positivo do nosso trabalho e a importância de protegermos os berçários das tartarugas marinhas”.A equipe do Projeto Tartarugas do Delta pede que caso rastros ou ninhos sejam avistados entre em contato pelo WhatsApp: (86) 99968-0197.  O Projeto Tartarugas do Delta é realizado em parceria com a Petrobras através do Programa Petrobras Socioambiental com apoio da Eólica Pedra do Sal, Sesc Piauí e APA Delta do Parnaíba.",Unknown date
TOM MACHISTA: Fala de Lula sobre maridos serem mais apaixonados por amantes gera polêmica,https://carlsonpessoa.blogspot.com/2025/01/tom-machista-fala-de-lula-sobre-maridos.html,"Fala de Lula gerou desconforto pelo tom machistaO presidente Luiz Inácio Lula da Silva protagonizou uma fala polêmica durante evento em Brasília nesta quarta-feira (8), ao se declarar “amante da democracia” e dizer que, na maioria das vezes, os maridos são “mais apaixonados pela amante do que pelas mulheres”. A metáfora, feita antes de iniciar o discurso oficial em ato alusivo ao 8 de janeiro, foi interpretada como de tom machista, gerando críticas tanto de aliados quanto da oposição.“Eu não sou nem marido, eu sou um amante da democracia, porque (na) maioria das vezes os amantes são mais apaixonados pela amante do que pelas mulheres”, afirmou o presidente, enquanto destacava sua trajetória de militância e o compromisso com os valores democráticos.Segundo o portal UOL, a primeira-dama, Janja da Silva, não escondeu sua insatisfação com a declaração e reagiu com um “olhar de indignação” e um gesto negativo com a cabeça durante o pronunciamento. A fala também repercutiu de forma negativa nas redes sociais, com usuários e críticos apontando que a metáfora reforça estereótipos de gênero e desrespeita mulheres.Apesar das críticas, o presidente buscou enfatizar a importância da democracia ao longo do discurso, classificando-a como “uma paixão”. “Falar de democracia para mim é uma paixão, não é uma coisa pequena. É a certeza de que todos devem ter oportunidade para vencer na vida”, completou.A fala ocorreu em meio a uma série de eventos públicos no Palácio do Planalto e no Supremo Tribunal Federal (STF) em memória dos ataques de 8 de janeiro de 2023. Obras de arte e objetos históricos depredados durante os atos, como o emblemático relógio do século 18, foram restaurados e apresentados como símbolos da resistência democrática.Fonte:Com informações do Correio Braziliense",Unknown date
Hospital Marques Basto recebe renovação do CEBAS pelo Ministério da Saúde,https://carlsonpessoa.blogspot.com/2025/01/hospital-marques-basto-recebe-renovacao.html,"O Hospital Marques Basto recebeu o documento de renovação do CEBAS do Ministério da Saúde com validade de 01 de janeiro de 2025 a 31 de dezembro de 2027. O CEBAS é a Certificação de Entidade Beneficente de Assistência Social na Área de saúde concedido pelo Ministério da Saúde a entidades privadas sem fins lucrativos que prestam serviços e saúde.“O CEBAS é a comprovação pelo Ministério da Saúde por mais três anos da filantropia do Hospital Marques Basto onde o Ministério reafirma a integridade, a honestidade e forma que o hospital trabalha no atendimento à sociedade, dos pacientes de Parnaíba, da região Norte do estado Piauí. Fico muito orgulhoso porque é uma certificação difícil adquirir. Precisa de muito trabalho, engajamento de todos os colaboradores”, falou Mirócles Véras Neto, presidente do Hospital Marques Basto.O Ministério da Saúde supervisiona as entidades com CEBAS para garantir que elas cumpram as condições que lhes valeram a certificação.",Unknown date
Padrasto é preso suspeito de envenenar quatro pessoas da mesma família em Parnaíba,https://carlsonpessoa.blogspot.com/2025/01/padrasto-e-preso-suspeito-de-envenenar.html,"Nas primeiras horas da manhã desta quarta-feira (8), um homem identificado como Francisco de Assis Pereira da Costa, 53 anos, foi preso como o principal suspeito do envenenamento de toda uma família em Parnaíba. O homem é padrasto de Francisca e Manoel, que morreram após consumirem arroz envenenado no Litoral do Piauí.Segundo informações, a polícia civil recolheu material na casa do Padrasto durante busca e apreensão realizada nesta manhã através de um mandado da justiça. Ele foi conduzido para a Central de Flagrantes de Parnaíba e negou a autoria dos crimes.Francisco de Assis chegou a ser hospitalizado no dia 1º de janeiro deste ano, mas recebeu alta médica no HEDA - uma criança continua internada no HUT em Teresina. Ao toda, nove pessoas da mesma família comeram arroz com feijão envenenado com uma substância tóxica idêntica ao chumbinho, utilizada como inseticida.A polícia civil deverá dar uma coletiva de imprensa às 10h da manhã de hoje para tentar esclarecer a motivação dos envenenamentos.As vitimasEntre as vítimas fatais estão Francisca Maria da Silva, de 32 anos, enteada do suspeito; seus dois filhos, Igno Davi, de apenas 1 ano e 8 meses, e Maria Lauane, de 3 anos; além do irmão de Francisca, Manoel Leandro da Silva, de 18 anos.Maria Lauane, de 3 anos.Francisca Maria da Silva, 32 anos.Manoel Leandro da Silva, de 18 anos e Igno Davi, de 1 ano e 8 meses.Motivação sob investigaçãoTestemunhas apontaram Francisco como o principal suspeito, já que, no dia do crime, nenhuma outra pessoa foi vista entrando na residência. Em depoimento, ele afirmou ter consumido apenas os peixes servidos no almoço, que não estavam contaminados, e negou envolvimento no caso. Sua esposa, mãe de Francisca Maria, também não foi envenenada.A Polícia Civil confirmou que o veneno foi adicionado ao alimento momentos antes da refeição. O composto químico utilizado é amplamente empregado em pesticidas agrícolas e pode causar intoxicações graves quando ingerido.Desdobramentos e coletiva de imprensaO caso, tratado como homicídio e feminicídio, está sendo investigado pelas autoridades de Parnaíba. Uma coletiva de imprensa foi marcada para as 10h desta quarta-feira, na qual a Polícia Civil deve apresentar novos detalhes sobre o caso e as provas que levaram à prisão do suspeito.Em outro episódio ocorrido em agosto de 2024, dois meninos de 7 e 8 anos da mesma família morreram após ingerirem cajus envenenados. Apesar da coincidência, as autoridades garantem que não há ligação entre os crimes, sendo que, no caso dos cajus, uma vizinha foi presa pelo duplo homicídio qualificado.O envenenamento de alimentos é um crime de alto impacto emocional e social, especialmente quando envolve famílias inteiras. As investigações seguem em busca de respostas para entender o que motivou tamanha tragédia.",Unknown date
Ministério anuncia audiência para discutir projeto dos Tabuleiros Litorâneos,https://carlsonpessoa.blogspot.com/2025/01/ministerio-anuncia-audiencia-para.html,"O Ministério da Integração e do Desenvolvimento Regional (MIDR) anunciou que no próximo dia 30 de janeiro, moradores dos municípios de Bom Princípio do Piauí, Buritis dos Lopes e Parnaíba, no Piauí, participarão da audiência pública da segunda etapa do Projeto Público de Irrigação Tabuleiros Litorâneos. O evento presencial faz parte do processo de consulta pública, que continuará aberto virtualmente até 23 de fevereiro, com possibilidade de participação de qualquer interessado. Será possível também a participação remota pelo chat do canal do YouTube do MIDR, que transmitirá a audiência ao vivo.O Ministério da Integração e do Desenvolvimento Regional (MIDR) espera reunir pelo menos cem pessoas no auditório Oeste da Universidade Federal Delta do Parnaíba, às 9h. O objetivo é discutir estudos econômico-financeiros, ambientais, jurídicos e de engenharia relacionados à concessão da etapa 2 do perímetro irrigado dos Tabuleiros Litorâneos, localizado a cerca de 313 km de Teresina.A empresa concessionária será responsável por uma área total de 9.847 hectares, com 6.017 hectares de terras irrigáveis, e pela instalação, operação e manutenção da infraestrutura de irrigação comum para ambas as etapas do projeto.A primeira etapa do perímetro irrigado possui 2.443 hectares, com cerca de 2.000 hectares atualmente em produção. Os agricultores irrigantes do projeto produzem frutas para exportação à Europa e América do Norte, como acerola orgânica, caju, goiaba, coco verde, limão, manga e banana, além de hortaliças para o mercado local.Impactos econômicosA implantação da segunda etapa do projeto irá promover o desenvolvimento regional no norte do Piauí por meio da geração de 6 mil empregos diretos, R$ 853 milhões de investimento em infraestrutura e R$ 5,4 bilhões para operação e manutenção ao longo dos 35 anos da concessão. A concessão incluirá a opção de transferência de propriedade das terras, condicionada a critérios de desempenho.Esta audiência pública é o momento de participação direta da sociedade civil, principalmente, dos produtores irrigantes locais, para contribuir com sugestões e críticas na idealização da proposta de concessão, junto aos representantes do MIDR, do Departamento Nacional de Obras Contra as Secas (DNOCS) e da Secretaria Especial do Programa de Parcerias de Investimentos da Casa Civil da Presidência da República (SEPPI). Também foram convidados a participar representantes de diversos órgãos públicos federais, estaduais e municipais e entidades setoriais.",Unknown date
"Padrasto nutria ódio pelos familiares envenenados em Parnaíba, diz delegado",https://carlsonpessoa.blogspot.com/2025/01/padrasto-nutria-odio-pelos-familiares.html,"APolícia
Civil do Piauírealizou, na manhã desta quarta-feira (8),
coletiva de imprensa para tratar da prisão deFrancisco
de Assis Pereira da Costa, acusado de matar por envenenamento quatro
pessoas da própria família em Parnaíba. Segundo o delegado Abimael Silva, ele
tinha uma relação conflituosa com os familiares e nutria um ódio específico por
Francisca Maria Silva, sua enteada e uma das vítimas que perdeu a vida.Francisco de Assis é casado com Maria dos Aflitos, mãe de
Francisca Maria e avó do adolescente e das duas crianças que também morreram
envenenadas após comerem um arroz contaminado pela substância tóxicaterbufós.
Ele foi a última pessoa a dormir na casa em que moravam 11 pessoas, na noite
anterior ao envenenamento.De
acordo com o delegado, Francisco de Assis apresentou informações contraditórias
nos três depoimentos prestados à polícia. “Ele deu mais de três versões do que
aconteceu nesse intervalo. Ele disse primeiro que não tinha chegado perto da
panela, depois, disse que tinha chegado, depois que não tinha orientado ninguém
a utilizar o arroz. As informações entram em contradição com o depoimento de
todas as outras pessoas, que estão em consonância, apenas o dele está
dissonante do restante dos depoimentos. Essa é a principal questão da
suspeição”, informou.Nutria
ódio pelos enteadosAinda
conforme a autoridade policial, Francisco demonstrou nutrir ódio pelos filhos
da esposa, principalmente por Francisca Maria. “O senhor Francisco de Assis
prestou três depoimentos e revelou, assim como as filhas da dona Francisca, que
eles tinham um relacionamento muito conturbado, para dizer o mínimo. Ele não
falava com nenhum dos enteados e tinha um sentimento de ódio específico em
relação à dona Francisca, mãe das crianças. Esse sentimento de ódio era tão
grande que, mesmo com ela no leito de morte, ele não conseguiu esconder isso
nos depoimentos”, relatou.O
delegado Abimael Silva revelou ainda que o acusado se referia aos familiares
como “primatas” e afirmava que eram pessoas sem higiene, convivendo com todos
por falta de opção. Sobre Francisca Maria, ele disse que ela era “tola”,
“inútil”, entre outros adjetivos depreciativos.“Além
de ter um desprezo completo pelos filhos da dona Francisca, os quais ele chamou
de ‘primatas’, dizia que viviam como uma tribo de índios, pessoas sem higiene,
com quem ele não queria conviver, mas suportava. Em específico, sobre dona
Francisca Maria, ele afirmou que ela era uma criatura de mente boba, tola,
matuta, morta de preguiça, que não servia para nada, praticamente inútil.
Chegou a falar para a mãe dela: ‘essa tua filha não procura um homem que
trabalhe, só procura vagabundo’. Ele manifestou várias vezes o desejo de que
ela saísse de casa”, completou o delegado.VítimasDas
11 pessoas que viviam na casa, quatro morreram: os irmãos Manoel Leandro da
Silva, 18 anos, e Francisca Maria da Silva, 32 anos, além dos filhos de
Francisca, Igno Davi Silva, de 1 ano e 8 meses, e Maria Lauane Fontenele, 3
anos. Uma criança de quatro anos segue internada no Hospital de Urgência de
Teresina (HUT) em estado grave.GP1",Unknown date
Eleições 2026: Gracinha Mão Santa recua e Ciro Nogueira lança Margarete Coelho como opção,https://carlsonpessoa.blogspot.com/2025/01/eleicoes-2026-gracinha-mao-santa-recua.html,"Gracinha MS: um passo atrásO Progressistas começou a perceber fragilidade no discurso da deputada Gracinha Mão Santa para disputar o governo do estado. Gracinha estaria inclinada a buscar a reeleição como deputada, evitando o risco de uma candidatura majoritária.Diante disso, o senador Ciro Nogueira trouxe à tona o nome da ex-vice-governadora Margarete Coelho, atualmente diretora nacional do Sebrae, como uma possibilidade para compor o palanque de oposição. Essa movimentação também visa fortalecer o caminho para a reeleição de Ciro ao Senado. Até 2026, muita água ainda vai passar por debaixo da ponte, mas, enquanto isso, é melhor que os nomes circulem e as articulações avancem.(Encarando/Edição:blogdobsilva)",Unknown date
Parnahyba x Oeirense: FFP altera horário de partida da 1ª rodada do Piauiense,https://carlsonpessoa.blogspot.com/2025/01/parnahyba-x-oeirense-ffp-altera-horario.html,"Estádio Pedro Alelaf, em Parnaíba — Foto: Felipe CruzA Federação de Futebol do Piauí (FFP) alterou o horário da partida Parnahyba x Oeirense, pela primeira rodada do Grupo B da Série B do Campeonato Piauiense.Inicialmente, o duelo estava marcado para às 17h, porém, com a mudança, o jogo passa a ocorrer às 16h.O confronto está agendado para este domingo, no estádio Comendador Pedro Alelaf.Detalhes:Parnahyba x OeirenseData: 12 de janeiro (Domingo)Horário: 16h;Local: estádio Pedro Alelaf.A partida vai marcar a estreia das duas equipes no Campeonato Piauiense deste ano. Ambas estão no Grupo B do torneio junto com Piauí e 4 de Julho.Ingressos para Parnahyba x OeirenseValor: R$ 15 + 1kg de alimento não perecível (meia-entrada solidária);Local:CT Petrônio Portela, Banca da Shakira e Banca do Louro.Fonte: GE-Pi l Edição: Jornal da Parnaíba",Unknown date
HOMEM É PRESO SUSPEITO DE ENVENENAMENTO EM PARNAÍBA,https://carlsonpessoa.blogspot.com/2025/01/homem-e-preso-suspeito-de-envenenamento.html,"Foto: TV ClubeO padrasto da mãe das crianças envenenadas em Parnaíba, identificado como Francisco de Assis Pereira da Costa, de 53 anos, foi preso na manhã desta quarta-feira (8). Quatro pessoas da família morreram; entre elas duas crianças.O homem é o principal suspeito de aplicar terbufós, substância altamente tóxica, no arroz consumido pela família no dia 1° de janeiro de 2025.A prisão de Francisco foi em cumprimento de mandado temporário. Outros mandados de busca e apreensão são cumpridos em endereços ligados a ele.Ao chegar à Central de Flagrantes de Parnaíba, Francisco de Assis afirmou que levou coroas de flores à mãe das crianças, Francisca Maria da Silva, durante o velório e negou ter envolvimento no caso.“Estou contando com a justiça de Deus. Eu comprei as coroas de flores e ainda estou devendo. Eu não uso produtos (tóxicos). A polícia foi lá. Eu não tenho nada a dizer”, declarou.A prisão aconteceu durante operação da Polícia Civil, que cumpriu mandados de busca e apreensão na casa do suspeito. O delegado Williams Pinheiro disse que as investigações vão continuar.Portal da Clube",Unknown date
Pedro Alcântara e Samantha Cavalca são empossados na Câmara Municipal de Teresina,https://carlsonpessoa.blogspot.com/2025/01/pedro-alcantara-e-samantha-cavalca-sao.html,"A Câmara Municipal de Teresina empossou na manhã desta terça (07) os dois suplentes do Progressistas, Pedro Alcântara (PP) e Samantha Cavalca (PP) que ocuparão as cadeiras de Ismael Silva (PP) e Aluísio Sampaio (PP) que se licenciaram para assumirem as secretarias de Educação e Meio Ambiente, respectivamente. Alcântara confirmou que também se tornará vice-líder do prefeito no parlamento.Pedro Alcântara destacou que será o decano e propôs um pacto pela cidade.“Olha, é um espírito de gratidão, porque, como diz o Mão Santa, Deus é infalível. Graças a compreensão do prefeito estamos aqui 30 anos depois, nesta casa. Então, eu volto para aprender. Eu vou aprender muito mais do que ensinar. Não obstante a idade, eu vou ser o decano da casa, mas eu vou aprender muito mais do que ensinar. Trago a minha experiência de vereador e de vida, mas vou aprender com eles. Agora, afora isso, eu quero que esse mandato seja um mandato propositivo para Teresina. Essa casa tem que fazer a parte dela também. Para revitalizar esta cidade”, afirmou.Já Samantha Cavalca destacou que defenderá os princípios do Bolsonarismo.“Vamos defender os princípios do presidente Jair Bolsonaro, ele defende Deus, Pátria, Família e Liberdade. Eu sempre falo, quando a gente fala em defender a família, não é algo abstrato, não é um conceito abstrato. É defender que a mãe de família tenha creche, é defender que a mãe de família possa colocar o seu filho numa escola integral, é defender que o pai de família tenha acesso a trabalho, tem acesso ao emprego. Isso sim é defender a família. Então é isso que vamos defender”, concluiu.Fonte: cidadeverde.com",Unknown date
PAX UNIÃO INFORMA - NOTA DE FALECIMENTO,https://carlsonpessoa.blogspot.com/2025/01/pax-uniao-informa-nota-de-falecimento_8.html,"A PAX UNIÃO, em nome das famílias enlutadas, cumpre o seu doloroso dever de comunicar o falecimento das seguintes pessoas:1. FRANCISCO DOS SANTOS CARDOSO, 69 anos de idade, falecido às 14h 52min do dia (07.01.2025) no Hospital Dirceu Arcoverde em Parnaíba-PI. O corpo está sendo velado na Travessa Timbira, n°55, Bairro Pindorama. O sepultamento será realizado às 09h de hoje (08.01.2025) no cemitério Santana.2. BERNARDO DOS SANTOS, 87 anos de idade,falecido na madrugada de hoje (08.01.2025) no Instituto Praxis em Parnaíba-PI. O corpo está sendo velado na Avenida Martins Ribeiro, n°173, Centro de Ilha Grande-PI. O sepultamento será logo mais às 17h no cemitério dos Morros da Mariana.A PAX UNIÃO, em nome das famílias enlutadas, agradece a todos que comparecerem a este ato de fé e piedade cristã.Informou a Pax UniãoParnaíba – PI, 08 de Janeiro de 2025.",Unknown date
Entenda como funciona novo golpe em postos de combustíveis no Piauí,https://carlsonpessoa.blogspot.com/2025/01/entenda-como-funciona-novo-golpe-em.html,"Uma nova modalidade de fraude está sendo realizada nos postos de combustíveis do Piauí. O golpe eletrônico ocorre no momento que o veículo vai ser abastecido, no qual o consumidor solicita abastecer com um determinado combustível, mas é liberado álcool.Assis Fernandes/ODIAEntenda como funciona novo golpe em postos de combustíveis no PiauíO alerta foi feito pelo Programa de Proteção e Defesa do Consumidor – Procon/MPPI. Essa prática tem sido aplicada no Maranhão e os postos de combustíveis do Piauí já estão sendo acompanhados e fiscalizados pelo órgão, de modo a evitar que os consumidores piauienses também sejam lesados.A fraude eletrônica foi descoberta durante uma operação realizada no estado vizinho ao Piauí, em dezembro de 2024. Foram identificadas irregularidades em diversos postos de combustíveis, o que exigiu do Procon/MPPI e do Imepi especialização para combater essa prática abusiva contra os consumidores.Estamos encontrando uma nova modalidade de fraude, vinda do Maranhão, a fraude eletrônica, que tem acontecido em uma grande rede de postos de combustíveis. Eles utilizam um chip para desviar o combustível. Se o cliente pede um combustível, a bomba injeta álcool.Arimatéia Ârea Leãochefe de fiscalização do Procon/MPPI“É uma modalidade mais aperfeiçoada, mas estamos nos especializando para combater essa prática também nos postos de combustíveis do Piauí”, explicou Arimatéia Ârea Leão, chefe de fiscalização do Procon/MPPI.No final 2024, foi realizada a 30ª Operação Petróleo Real, coibindo a prática abusiva que os postos de combustíveis praticam para obter vantagens sobre o consumidor. “Com a fiscalização, as irregularidades e as medidas baixas têm diminuído. Na última operação do Procon com o Imepi, identificamos que o consumidor, ao abastecer 20 litros, tinha uma perda de 8 litros”, comenta. (O Dia)",Unknown date
